Date,Open,High,Low,Close,Volume
1954-02-16,366.75,366.75,366.75,366.75,0
1954-02-17,367.09,367.09,367.09,367.09,0
1954-02-18,366,366,366,366,0
1954-02-19,362.38,362.38,362.38,362.38,0
1954-02-20,359.76,359.76,359.76,359.76,0
1954-02-22,355.35,355.35,355.35,355.35,0
1954-02-23,352.86,352.86,352.86,352.86,0
1954-02-24,354.09,354.09,354.09,354.09,0
1954-02-25,355.55,355.55,355.55,355.55,0
1954-02-26,353.21,353.21,353.21,353.21,0
1954-02-27,352.51,352.51,352.51,352.51,0
1954-03-01,349.65,349.65,349.65,349.65,0
1954-03-02,349.03,349.03,349.03,349.03,0
1954-03-03,351.31,351.31,351.31,351.31,0
1954-03-04,350.46,350.46,350.46,350.46,0
1954-03-05,349.22,349.22,349.22,349.22,0
1954-03-06,349.2,349.2,349.2,349.2,0
1954-03-08,348.9,348.9,348.9,348.9,0
1954-03-09,347.94,347.94,347.94,347.94,0
1954-03-10,345.16,345.16,345.16,345.16,0
1954-03-11,340.83,340.83,340.83,340.83,0
1954-03-12,340.17,340.17,340.17,340.17,0
1954-03-13,341.11,341.11,341.11,341.11,0
1954-03-15,338.75,338.75,338.75,338.75,0
1954-03-16,334.32,334.32,334.32,334.32,0
1954-03-17,329.76,329.76,329.76,329.76,0
1954-03-18,327.82,327.82,327.82,327.82,0
1954-03-19,319.99,319.99,319.99,319.99,0
1954-03-20,319.26,319.26,319.26,319.26,0
1954-03-22,314.08,314.08,314.08,314.08,0
1954-03-23,320.89,320.89,320.89,320.89,0
1954-03-24,332.44,332.44,332.44,332.44,0
1954-03-25,332.24,332.24,332.24,332.24,0
1954-03-26,333.76,333.76,333.76,333.76,0
1954-03-27,333.34,333.34,333.34,333.34,0
1954-03-29,329.39,329.39,329.39,329.39,0
1954-03-30,324.18,324.18,324.18,324.18,0
1954-03-31,322.99,322.99,322.99,322.99,0
1954-04-01,322.69,322.69,322.69,322.69,0
1954-04-02,317.79,317.79,317.79,317.79,0
1954-04-03,318.64,318.64,318.64,318.64,0
1954-04-05,317.62,317.62,317.62,317.62,0
1954-04-06,316.22,316.22,316.22,316.22,0
1954-04-07,318.25,318.25,318.25,318.25,0
1954-04-08,323.93,323.93,323.93,323.93,0
1954-04-09,327.85,327.85,327.85,327.85,0
1954-04-10,327.83,327.83,327.83,327.83,0
1954-04-12,326.56,326.56,326.56,326.56,0
1954-04-13,328.16,328.16,328.16,328.16,0
1954-04-14,327.18,327.18,327.18,327.18,0
1954-04-15,325.91,325.91,325.91,325.91,0
1954-04-16,327.55,327.55,327.55,327.55,0
1954-04-17,327.81,327.81,327.81,327.81,0
1954-04-19,330.13,330.13,330.13,330.13,0
1954-04-20,335.65,335.65,335.65,335.65,0
1954-04-21,339.3,339.3,339.3,339.3,0
1954-04-22,343.17,343.17,343.17,343.17,0
1954-04-23,351.53,351.53,351.53,351.53,0
1954-04-24,348.53,348.53,348.53,348.53,0
1954-04-26,347.03,347.03,347.03,347.03,0
1954-04-27,351.67,351.67,351.67,351.67,0
1954-04-28,351.52,351.52,351.52,351.52,0
1954-04-30,345.63,345.63,345.63,345.63,0
1954-05-01,344.78,344.78,344.78,344.78,0
1954-05-04,344.3,344.3,344.3,344.3,0
1954-05-06,338.44,338.44,338.44,338.44,0
1954-05-07,337.91,337.91,337.91,337.91,0
1954-05-08,336.55,336.55,336.55,336.55,0
1954-05-10,333.9,333.9,333.9,333.9,0
1954-05-11,332.78,332.78,332.78,332.78,0
1954-05-12,331.69,331.69,331.69,331.69,0
1954-05-13,331.18,331.18,331.18,331.18,0
1954-05-14,327.43,327.43,327.43,327.43,0
1954-05-15,326.59,326.59,326.59,326.59,0
1954-05-17,325.37,325.37,325.37,325.37,0
1954-05-18,323.92,323.92,323.92,323.92,0
1954-05-19,323.99,323.99,323.99,323.99,0
1954-05-20,325.47,325.47,325.47,325.47,0
1954-05-21,324.84,324.84,324.84,324.84,0
1954-05-22,323.05,323.05,323.05,323.05,0
1954-05-24,320.84,320.84,320.84,320.84,0
1954-05-25,321.06,321.06,321.06,321.06,0
1954-05-26,321.38,321.38,321.38,321.38,0
1954-05-27,321.83,321.83,321.83,321.83,0
1954-05-28,321.96,321.96,321.96,321.96,0
1954-05-29,325.48,325.48,325.48,325.48,0
1954-05-31,325.82,325.82,325.82,325.82,0
1954-06-01,326.39,326.39,326.39,326.39,0
1954-06-02,324.69,324.69,324.69,324.69,0
1954-06-03,325.03,325.03,325.03,325.03,0
1954-06-04,323.68,323.68,323.68,323.68,0
1954-06-05,323.44,323.44,323.44,323.44,0
1954-06-07,322.75,322.75,322.75,322.75,0
1954-06-08,325.41,325.41,325.41,325.41,0
1954-06-09,324.84,324.84,324.84,324.84,0
1954-06-10,327.49,327.49,327.49,327.49,0
1954-06-11,327.33,327.33,327.33,327.33,0
1954-06-12,328.66,328.66,328.66,328.66,0
1954-06-14,334,334,334,334,0
1954-06-15,336.88,336.88,336.88,336.88,0
1954-06-16,344.5,344.5,344.5,344.5,0
1954-06-17,342.82,342.82,342.82,342.82,0
1954-06-18,343.21,343.21,343.21,343.21,0
1954-06-19,347.37,347.37,347.37,347.37,0
1954-06-21,347.88,347.88,347.88,347.88,0
1954-06-22,343.66,343.66,343.66,343.66,0
1954-06-23,345.13,345.13,345.13,345.13,0
1954-06-24,345,345,345,345,0
1954-06-25,342.73,342.73,342.73,342.73,0
1954-06-26,341.92,341.92,341.92,341.92,0
1954-06-28,343.42,343.42,343.42,343.42,0
1954-06-29,343.63,343.63,343.63,343.63,0
1954-06-30,348.09,348.09,348.09,348.09,0
1954-07-01,352.86,352.86,352.86,352.86,0
1954-07-02,352.26,352.26,352.26,352.26,0
1954-07-03,352.1,352.1,352.1,352.1,0
1954-07-05,352.27,352.27,352.27,352.27,0
1954-07-06,350.52,350.52,350.52,350.52,0
1954-07-07,349.86,349.86,349.86,349.86,0
1954-07-08,345.38,345.38,345.38,345.38,0
1954-07-09,345.75,345.75,345.75,345.75,0
1954-07-10,345.53,345.53,345.53,345.53,0
1954-07-12,344.34,344.34,344.34,344.34,0
1954-07-13,343.6,343.6,343.6,343.6,0
1954-07-14,340.35,340.35,340.35,340.35,0
1954-07-15,340.61,340.61,340.61,340.61,0
1954-07-16,340.22,340.22,340.22,340.22,0
1954-07-17,341.47,341.47,341.47,341.47,0
1954-07-19,341.7,341.7,341.7,341.7,0
1954-07-20,340.51,340.51,340.51,340.51,0
1954-07-21,337.03,337.03,337.03,337.03,0
1954-07-22,334.02,334.02,334.02,334.02,0
1954-07-23,332.29,332.29,332.29,332.29,0
1954-07-24,331.22,331.22,331.22,331.22,0
1954-07-26,331.03,331.03,331.03,331.03,0
1954-07-27,331.85,331.85,331.85,331.85,0
1954-07-28,329.47,329.47,329.47,329.47,0
1954-07-29,330.17,330.17,330.17,330.17,0
1954-07-30,329.22,329.22,329.22,329.22,0
1954-07-31,331.93,331.93,331.93,331.93,0
1954-08-02,330.81,330.81,330.81,330.81,0
1954-08-03,332.35,332.35,332.35,332.35,0
1954-08-04,331.56,331.56,331.56,331.56,0
1954-08-05,330.83,330.83,330.83,330.83,0
1954-08-06,329.93,329.93,329.93,329.93,0
1954-08-07,329.51,329.51,329.51,329.51,0
1954-08-09,329.44,329.44,329.44,329.44,0
1954-08-10,334.67,334.67,334.67,334.67,0
1954-08-11,337.61,337.61,337.61,337.61,0
1954-08-12,340.09,340.09,340.09,340.09,0
1954-08-13,341.12,341.12,341.12,341.12,0
1954-08-14,343.47,343.47,343.47,343.47,0
1954-08-16,343.39,343.39,343.39,343.39,0
1954-08-17,341.98,341.98,341.98,341.98,0
1954-08-18,342.26,342.26,342.26,342.26,0
1954-08-19,347.39,347.39,347.39,347.39,0
1954-08-20,347.25,347.25,347.25,347.25,0
1954-08-21,346.14,346.14,346.14,346.14,0
1954-08-23,345.3,345.3,345.3,345.3,0
1954-08-24,345.53,345.53,345.53,345.53,0
1954-08-25,342.28,342.28,342.28,342.28,0
1954-08-26,339.6,339.6,339.6,339.6,0
1954-08-27,340.85,340.85,340.85,340.85,0
1954-08-28,342.86,342.86,342.86,342.86,0
1954-08-30,339.92,339.92,339.92,339.92,0
1954-08-31,345.02,345.02,345.02,345.02,0
1954-09-01,351.27,351.27,351.27,351.27,0
1954-09-02,352.73,352.73,352.73,352.73,0
1954-09-03,352.08,352.08,352.08,352.08,0
1954-09-04,353.36,353.36,353.36,353.36,0
1954-09-06,352.62,352.62,352.62,352.62,0
1954-09-07,350.03,350.03,350.03,350.03,0
1954-09-08,350.29,350.29,350.29,350.29,0
1954-09-09,351.11,351.11,351.11,351.11,0
1954-09-10,350.99,350.99,350.99,350.99,0
1954-09-11,350.08,350.08,350.08,350.08,0
1954-09-13,347.4,347.4,347.4,347.4,0
1954-09-14,350.19,350.19,350.19,350.19,0
1954-09-15,354.35,354.35,354.35,354.35,0
1954-09-16,358.67,358.67,358.67,358.67,0
1954-09-17,355.72,355.72,355.72,355.72,0
1954-09-18,358.58,358.58,358.58,358.58,0
1954-09-20,358.7,358.7,358.7,358.7,0
1954-09-21,357.63,357.63,357.63,357.63,0
1954-09-22,356.7,356.7,356.7,356.7,0
1954-09-24,354.91,354.91,354.91,354.91,0
1954-09-25,354.17,354.17,354.17,354.17,0
1954-09-27,347.92,347.92,347.92,347.92,0
1954-09-28,348.21,348.21,348.21,348.21,0
1954-09-29,349.91,349.91,349.91,349.91,0
1954-09-30,351.33,351.33,351.33,351.33,0
1954-10-01,350.74,350.74,350.74,350.74,0
1954-10-02,351.79,351.79,351.79,351.79,0
1954-10-04,350.85,350.85,350.85,350.85,0
1954-10-05,348.68,348.68,348.68,348.68,0
1954-10-06,346.23,346.23,346.23,346.23,0
1954-10-07,347.61,347.61,347.61,347.61,0
1954-10-08,346.91,346.91,346.91,346.91,0
1954-10-09,347.51,347.51,347.51,347.51,0
1954-10-11,348.09,348.09,348.09,348.09,0
1954-10-12,344.03,344.03,344.03,344.03,0
1954-10-13,341.78,341.78,341.78,341.78,0
1954-10-14,342.74,342.74,342.74,342.74,0
1954-10-15,340.55,340.55,340.55,340.55,0
1954-10-16,339.62,339.62,339.62,339.62,0
1954-10-18,337.8,337.8,337.8,337.8,0
1954-10-19,335.31,335.31,335.31,335.31,0
1954-10-20,333.57,333.57,333.57,333.57,0
1954-10-21,334.59,334.59,334.59,334.59,0
1954-10-22,333.91,333.91,333.91,333.91,0
1954-10-23,334.09,334.09,334.09,334.09,0
1954-10-25,333.49,333.49,333.49,333.49,0
1954-10-27,333.19,333.19,333.19,333.19,0
1954-10-28,332.28,332.28,332.28,332.28,0
1954-10-29,329.04,329.04,329.04,329.04,0
1954-10-30,328.19,328.19,328.19,328.19,0
1954-11-01,330.05,330.05,330.05,330.05,0
1954-11-02,330.37,330.37,330.37,330.37,0
1954-11-04,329.72,329.72,329.72,329.72,0
1954-11-05,328.03,328.03,328.03,328.03,0
1954-11-06,328.15,328.15,328.15,328.15,0
1954-11-08,327.41,327.41,327.41,327.41,0
1954-11-09,325.49,325.49,325.49,325.49,0
1954-11-10,321.12,321.12,321.12,321.12,0
1954-11-11,319.63,319.63,319.63,319.63,0
1954-11-12,317.53,317.53,317.53,317.53,0
1954-11-13,315.61,315.61,315.61,315.61,0
1954-11-15,316.75,316.75,316.75,316.75,0
1954-11-16,320,320,320,320,0
1954-11-17,323.61,323.61,323.61,323.61,0
1954-11-18,321.75,321.75,321.75,321.75,0
1954-11-19,321.53,321.53,321.53,321.53,0
1954-11-20,321.02,321.02,321.02,321.02,0
1954-11-22,322.53,322.53,322.53,322.53,0
1954-11-24,328.36,328.36,328.36,328.36,0
1954-11-25,332.89,332.89,332.89,332.89,0
1954-11-26,326.85,326.85,326.85,326.85,0
1954-11-27,326.92,326.92,326.92,326.92,0
1954-11-29,326.11,326.11,326.11,326.11,0
1954-11-30,326.85,326.85,326.85,326.85,0
1954-12-01,326.12,326.12,326.12,326.12,0
1954-12-02,323.86,323.86,323.86,323.86,0
1954-12-03,324.83,324.83,324.83,324.83,0
1954-12-04,325.06,325.06,325.06,325.06,0
1954-12-06,326.9,326.9,326.9,326.9,0
1954-12-07,337.57,337.57,337.57,337.57,0
1954-12-08,341.69,341.69,341.69,341.69,0
1954-12-09,344.68,344.68,344.68,344.68,0
1954-12-10,340.17,340.17,340.17,340.17,0
1954-12-11,337.77,337.77,337.77,337.77,0
1954-12-13,337.07,337.07,337.07,337.07,0
1954-12-14,336.2,336.2,336.2,336.2,0
1954-12-15,333.77,333.77,333.77,333.77,0
1954-12-16,331.84,331.84,331.84,331.84,0
1954-12-17,333.09,333.09,333.09,333.09,0
1954-12-18,333.77,333.77,333.77,333.77,0
1954-12-20,333.21,333.21,333.21,333.21,0
1954-12-21,335.27,335.27,335.27,335.27,0
1954-12-22,337.97,337.97,337.97,337.97,0
1954-12-23,343.26,343.26,343.26,343.26,0
1954-12-24,347.53,347.53,347.53,347.53,0
1954-12-25,351.12,351.12,351.12,351.12,0
1954-12-27,352.57,352.57,352.57,352.57,0
1954-12-28,356.09,356.09,356.09,356.09,0
1955-01-04,361.1,361.1,361.1,361.1,0
1955-01-05,361.26,361.26,361.26,361.26,0
1955-01-06,366.93,366.93,366.93,366.93,0
1955-01-07,365.84,365.84,365.84,365.84,0
1955-01-08,370.37,370.37,370.37,370.37,0
1955-01-10,378.76,378.76,378.76,378.76,0
1955-01-11,376.7,376.7,376.7,376.7,0
1955-01-12,374.8,374.8,374.8,374.8,0
1955-01-13,370.86,370.86,370.86,370.86,0
1955-01-14,372.92,372.92,372.92,372.92,0
1955-01-17,372.49,372.49,372.49,372.49,0
1955-01-18,368.98,368.98,368.98,368.98,0
1955-01-19,365.85,365.85,365.85,365.85,0
1955-01-20,368.84,368.84,368.84,368.84,0
1955-01-21,371.04,371.04,371.04,371.04,0
1955-01-22,372.77,372.77,372.77,372.77,0
1955-01-24,376.26,376.26,376.26,376.26,0
1955-01-25,375.64,375.64,375.64,375.64,0
1955-01-26,374.37,374.37,374.37,374.37,0
1955-01-27,372.8,372.8,372.8,372.8,0
1955-01-28,370.78,370.78,370.78,370.78,0
1955-01-29,368.26,368.26,368.26,368.26,0
1955-01-31,369.45,369.45,369.45,369.45,0
1955-02-01,371.61,371.61,371.61,371.61,0
1955-02-02,375.85,375.85,375.85,375.85,0
1955-02-03,376.79,376.79,376.79,376.79,0
1955-02-04,375.34,375.34,375.34,375.34,0
1955-02-05,377.55,377.55,377.55,377.55,0
1955-02-07,378.34,378.34,378.34,378.34,0
1955-02-08,374.2,374.2,374.2,374.2,0
1955-02-09,380.28,380.28,380.28,380.28,0
1955-02-10,380.46,380.46,380.46,380.46,0
1955-02-11,379.07,379.07,379.07,379.07,0
1955-02-12,380.12,380.12,380.12,380.12,0
1955-02-14,376.76,376.76,376.76,376.76,0
1955-02-15,374.63,374.63,374.63,374.63,0
1955-02-16,375.9,375.9,375.9,375.9,0
1955-02-17,376.09,376.09,376.09,376.09,0
1955-02-18,375.03,375.03,375.03,375.03,0
1955-02-19,374.64,374.64,374.64,374.64,0
1955-02-21,374.47,374.47,374.47,374.47,0
1955-02-22,371.14,371.14,371.14,371.14,0
1955-02-23,372.31,372.31,372.31,372.31,0
1955-02-24,369.78,369.78,369.78,369.78,0
1955-02-25,368.24,368.24,368.24,368.24,0
1955-02-26,370.18,370.18,370.18,370.18,0
1955-02-28,366.99,366.99,366.99,366.99,0
1955-03-01,362.6,362.6,362.6,362.6,0
1955-03-02,362.28,362.28,362.28,362.28,0
1955-03-03,360.4,360.4,360.4,360.4,0
1955-03-04,357.65,357.65,357.65,357.65,0
1955-03-05,353.01,353.01,353.01,353.01,0
1955-03-07,353.8,353.8,353.8,353.8,0
1955-03-08,355.99,355.99,355.99,355.99,0
1955-03-09,356.45,356.45,356.45,356.45,0
1955-03-10,357.15,357.15,357.15,357.15,0
1955-03-11,356.88,356.88,356.88,356.88,0
1955-03-12,357.25,357.25,357.25,357.25,0
1955-03-14,357.33,357.33,357.33,357.33,0
1955-03-15,356.31,356.31,356.31,356.31,0
1955-03-16,355.37,355.37,355.37,355.37,0
1955-03-17,354.78,354.78,354.78,354.78,0
1955-03-18,353.76,353.76,353.76,353.76,0
1955-03-19,353.52,353.52,353.52,353.52,0
1955-03-22,351.23,351.23,351.23,351.23,0
1955-03-23,350.05,350.05,350.05,350.05,0
1955-03-24,350.88,350.88,350.88,350.88,0
1955-03-25,354.36,354.36,354.36,354.36,0
1955-03-26,354.69,354.69,354.69,354.69,0
1955-03-28,346.08,346.08,346.08,346.08,0
1955-03-29,349.19,349.19,349.19,349.19,0
1955-03-30,349.36,349.36,349.36,349.36,0
1955-03-31,351.5,351.5,351.5,351.5,0
1955-04-01,352.31,352.31,352.31,352.31,0
1955-04-02,354.63,354.63,354.63,354.63,0
1955-04-04,353.41,353.41,353.41,353.41,0
1955-04-05,351.97,351.97,351.97,351.97,0
1955-04-06,350.7,350.7,350.7,350.7,0
1955-04-07,350.62,350.62,350.62,350.62,0
1955-04-08,349.95,349.95,349.95,349.95,0
1955-04-09,350.25,350.25,350.25,350.25,0
1955-04-11,352,352,352,352,0
1955-04-12,353.43,353.43,353.43,353.43,0
1955-04-13,354.85,354.85,354.85,354.85,0
1955-04-14,355.93,355.93,355.93,355.93,0
1955-04-15,354.98,354.98,354.98,354.98,0
1955-04-16,354.66,354.66,354.66,354.66,0
1955-04-18,353.63,353.63,353.63,353.63,0
1955-04-19,352.68,352.68,352.68,352.68,0
1955-04-20,351.85,351.85,351.85,351.85,0
1955-04-21,350.03,350.03,350.03,350.03,0
1955-04-22,350.85,350.85,350.85,350.85,0
1955-04-23,350.92,350.92,350.92,350.92,0
1955-04-25,349.76,349.76,349.76,349.76,0
1955-04-26,347.25,347.25,347.25,347.25,0
1955-04-27,345.89,345.89,345.89,345.89,0
1955-04-28,346.19,346.19,346.19,346.19,0
1955-04-30,345.98,345.98,345.98,345.98,0
1955-05-02,345.96,345.96,345.96,345.96,0
1955-05-04,347.68,347.68,347.68,347.68,0
1955-05-06,349.66,349.66,349.66,349.66,0
1955-05-07,352.51,352.51,352.51,352.51,0
1955-05-09,352.43,352.43,352.43,352.43,0
1955-05-10,351.32,351.32,351.32,351.32,0
1955-05-11,348.74,348.74,348.74,348.74,0
1955-05-12,349.04,349.04,349.04,349.04,0
1955-05-13,350.32,350.32,350.32,350.32,0
1955-05-14,352.28,352.28,352.28,352.28,0
1955-05-16,351.77,351.77,351.77,351.77,0
1955-05-17,350.23,350.23,350.23,350.23,0
1955-05-18,350.82,350.82,350.82,350.82,0
1955-05-19,350.98,350.98,350.98,350.98,0
1955-05-20,351.2,351.2,351.2,351.2,0
1955-05-21,351.21,351.21,351.21,351.21,0
1955-05-23,349.89,349.89,349.89,349.89,0
1955-05-24,349.49,349.49,349.49,349.49,0
1955-05-25,347.96,347.96,347.96,347.96,0
1955-05-26,347.57,347.57,347.57,347.57,0
1955-05-27,347.69,347.69,347.69,347.69,0
1955-05-28,348.58,348.58,348.58,348.58,0
1955-05-30,348.6,348.6,348.6,348.6,0
1955-05-31,349.93,349.93,349.93,349.93,0
1955-06-01,353.19,353.19,353.19,353.19,0
1955-06-02,354.21,354.21,354.21,354.21,0
1955-06-03,358.11,358.11,358.11,358.11,0
1955-06-04,359.21,359.21,359.21,359.21,0
1955-06-06,358.41,358.41,358.41,358.41,0
1955-06-07,360.86,360.86,360.86,360.86,0
1955-06-08,360.78,360.78,360.78,360.78,0
1955-06-09,361.2,361.2,361.2,361.2,0
1955-06-10,360.06,360.06,360.06,360.06,0
1955-06-11,359.22,359.22,359.22,359.22,0
1955-06-13,354.44,354.44,354.44,354.44,0
1955-06-14,354.35,354.35,354.35,354.35,0
1955-06-15,352.87,352.87,352.87,352.87,0
1955-06-16,352.96,352.96,352.96,352.96,0
1955-06-17,354.3,354.3,354.3,354.3,0
1955-06-18,354.98,354.98,354.98,354.98,0
1955-06-20,353.47,353.47,353.47,353.47,0
1955-06-21,353.18,353.18,353.18,353.18,0
1955-06-22,351.37,351.37,351.37,351.37,0
1955-06-23,350.77,350.77,350.77,350.77,0
1955-06-24,348.05,348.05,348.05,348.05,0
1955-06-25,349.76,349.76,349.76,349.76,0
1955-06-27,350.26,350.26,350.26,350.26,0
1955-06-28,348.82,348.82,348.82,348.82,0
1955-06-29,348.91,348.91,348.91,348.91,0
1955-06-30,352.47,352.47,352.47,352.47,0
1955-07-01,352.14,352.14,352.14,352.14,0
1955-07-02,354.48,354.48,354.48,354.48,0
1955-07-04,353.78,353.78,353.78,353.78,0
1955-07-05,353.82,353.82,353.82,353.82,0
1955-07-06,355.23,355.23,355.23,355.23,0
1955-07-07,356.79,356.79,356.79,356.79,0
1955-07-08,357.46,357.46,357.46,357.46,0
1955-07-09,357.5,357.5,357.5,357.5,0
1955-07-11,356.85,356.85,356.85,356.85,0
1955-07-12,356.53,356.53,356.53,356.53,0
1955-07-13,354.07,354.07,354.07,354.07,0
1955-07-14,353.89,353.89,353.89,353.89,0
1955-07-15,354.84,354.84,354.84,354.84,0
1955-07-16,354.78,354.78,354.78,354.78,0
1955-07-18,353.49,353.49,353.49,353.49,0
1955-07-19,352.17,352.17,352.17,352.17,0
1955-07-20,351.92,351.92,351.92,351.92,0
1955-07-21,351.52,351.52,351.52,351.52,0
1955-07-22,351.25,351.25,351.25,351.25,0
1955-07-23,352.21,352.21,352.21,352.21,0
1955-07-25,353.42,353.42,353.42,353.42,0
1955-07-26,355.4,355.4,355.4,355.4,0
1955-07-27,356.7,356.7,356.7,356.7,0
1955-07-28,361.64,361.64,361.64,361.64,0
1955-07-29,365.69,365.69,365.69,365.69,0
1955-07-30,366.9,366.9,366.9,366.9,0
1955-08-01,365.67,365.67,365.67,365.67,0
1955-08-02,367.22,367.22,367.22,367.22,0
1955-08-03,367.37,367.37,367.37,367.37,0
1955-08-04,370.49,370.49,370.49,370.49,0
1955-08-05,370.29,370.29,370.29,370.29,0
1955-08-06,369.06,369.06,369.06,369.06,0
1955-08-08,368.4,368.4,368.4,368.4,0
1955-08-09,369.09,369.09,369.09,369.09,0
1955-08-10,370.19,370.19,370.19,370.19,0
1955-08-11,372.98,372.98,372.98,372.98,0
1955-08-12,375.54,375.54,375.54,375.54,0
1955-08-13,377.66,377.66,377.66,377.66,0
1955-08-15,378.13,378.13,378.13,378.13,0
1955-08-16,381.07,381.07,381.07,381.07,0
1955-08-17,380.28,380.28,380.28,380.28,0
1955-08-18,379.09,379.09,379.09,379.09,0
1955-08-19,382.41,382.41,382.41,382.41,0
1955-08-20,383.85,383.85,383.85,383.85,0
1955-08-22,383.19,383.19,383.19,383.19,0
1955-08-23,382.05,382.05,382.05,382.05,0
1955-08-24,383.71,383.71,383.71,383.71,0
1955-08-25,387.24,387.24,387.24,387.24,0
1955-08-26,387.16,387.16,387.16,387.16,0
1955-08-27,384.99,384.99,384.99,384.99,0
1955-08-29,383.11,383.11,383.11,383.11,0
1955-08-30,384.57,384.57,384.57,384.57,0
1955-08-31,387.12,387.12,387.12,387.12,0
1955-09-01,387.46,387.46,387.46,387.46,0
1955-09-02,389.92,389.92,389.92,389.92,0
1955-09-03,389.15,389.15,389.15,389.15,0
1955-09-05,386.54,386.54,386.54,386.54,0
1955-09-06,384.18,384.18,384.18,384.18,0
1955-09-07,384,384,384,384,0
1955-09-08,384.34,384.34,384.34,384.34,0
1955-09-09,383.13,383.13,383.13,383.13,0
1955-09-10,383.38,383.38,383.38,383.38,0
1955-09-12,383.55,383.55,383.55,383.55,0
1955-09-13,385.64,385.64,385.64,385.64,0
1955-09-14,386.36,386.36,386.36,386.36,0
1955-09-15,387.2,387.2,387.2,387.2,0
1955-09-16,389.84,389.84,389.84,389.84,0
1955-09-17,392.01,392.01,392.01,392.01,0
1955-09-19,389.66,389.66,389.66,389.66,0
1955-09-20,388.79,388.79,388.79,388.79,0
1955-09-21,388.94,388.94,388.94,388.94,0
1955-09-22,387.18,387.18,387.18,387.18,0
1955-09-23,386.45,386.45,386.45,386.45,0
1955-09-26,385.39,385.39,385.39,385.39,0
1955-09-27,379.14,379.14,379.14,379.14,0
1955-09-28,380.11,380.11,380.11,380.11,0
1955-09-29,383.21,383.21,383.21,383.21,0
1955-09-30,388.42,388.42,388.42,388.42,0
1955-10-01,387.35,387.35,387.35,387.35,0
1955-10-03,385.57,385.57,385.57,385.57,0
1955-10-04,387.07,387.07,387.07,387.07,0
1955-10-05,389.83,389.83,389.83,389.83,0
1955-10-06,394.56,394.56,394.56,394.56,0
1955-10-07,397.57,397.57,397.57,397.57,0
1955-10-08,398.46,398.46,398.46,398.46,0
1955-10-10,397.34,397.34,397.34,397.34,0
1955-10-11,395.69,395.69,395.69,395.69,0
1955-10-12,401.26,401.26,401.26,401.26,0
1955-10-13,403.12,403.12,403.12,403.12,0
1955-10-14,402.44,402.44,402.44,402.44,0
1955-10-15,403.28,403.28,403.28,403.28,0
1955-10-17,407.19,407.19,407.19,407.19,0
1955-10-18,408.35,408.35,408.35,408.35,0
1955-10-19,409.88,409.88,409.88,409.88,0
1955-10-20,410.29,410.29,410.29,410.29,0
1955-10-21,408,408,408,408,0
1955-10-22,406.7,406.7,406.7,406.7,0
1955-10-24,405.81,405.81,405.81,405.81,0
1955-10-25,404.57,404.57,404.57,404.57,0
1955-10-26,404.34,404.34,404.34,404.34,0
1955-10-27,404.05,404.05,404.05,404.05,0
1955-10-28,406.87,406.87,406.87,406.87,0
1955-10-29,409.33,409.33,409.33,409.33,0
1955-10-31,409.17,409.17,409.17,409.17,0
1955-11-01,410.36,410.36,410.36,410.36,0
1955-11-02,408.49,408.49,408.49,408.49,0
1955-11-04,405.67,405.67,405.67,405.67,0
1955-11-05,404.97,404.97,404.97,404.97,0
1955-11-07,406.34,406.34,406.34,406.34,0
1955-11-08,406.18,406.18,406.18,406.18,0
1955-11-09,400.03,400.03,400.03,400.03,0
1955-11-10,396.84,396.84,396.84,396.84,0
1955-11-11,401.24,401.24,401.24,401.24,0
1955-11-12,403.06,403.06,403.06,403.06,0
1955-11-14,402.44,402.44,402.44,402.44,0
1955-11-15,401.44,401.44,401.44,401.44,0
1955-11-16,399.25,399.25,399.25,399.25,0
1955-11-17,400.56,400.56,400.56,400.56,0
1955-11-18,400.49,400.49,400.49,400.49,0
1955-11-19,401.7,401.7,401.7,401.7,0
1955-11-21,402.53,402.53,402.53,402.53,0
1955-11-22,403.01,403.01,403.01,403.01,0
1955-11-24,401.68,401.68,401.68,401.68,0
1955-11-25,398.89,398.89,398.89,398.89,0
1955-11-26,398.16,398.16,398.16,398.16,0
1955-11-28,394.88,394.88,394.88,394.88,0
1955-11-29,395.3,395.3,395.3,395.3,0
1955-11-30,393.28,393.28,393.28,393.28,0
1955-12-01,398.11,398.11,398.11,398.11,0
1955-12-02,399.88,399.88,399.88,399.88,0
1955-12-03,401.34,401.34,401.34,401.34,0
1955-12-05,402.09,402.09,402.09,402.09,0
1955-12-06,401.96,401.96,401.96,401.96,0
1955-12-07,401.22,401.22,401.22,401.22,0
1955-12-08,402.42,402.42,402.42,402.42,0
1955-12-09,405.24,405.24,405.24,405.24,0
1955-12-10,407.15,407.15,407.15,407.15,0
1955-12-12,407.03,407.03,407.03,407.03,0
1955-12-13,409.06,409.06,409.06,409.06,0
1955-12-14,410.43,410.43,410.43,410.43,0
1955-12-15,410.64,410.64,410.64,410.64,0
1955-12-16,410.63,410.63,410.63,410.63,0
1955-12-17,412.09,412.09,412.09,412.09,0
1955-12-19,412.91,412.91,412.91,412.91,0
1955-12-20,413.89,413.89,413.89,413.89,0
1955-12-21,412.77,412.77,412.77,412.77,0
1955-12-22,412.76,412.76,412.76,412.76,0
1955-12-23,415.2,415.2,415.2,415.2,0
1955-12-24,417.12,417.12,417.12,417.12,0
