Date,Open,High,Low,Close,Volume
1924-12-01,24.45,24.45,24.45,24.45,0
1925-03-01,24.45,25.11,24.45,25.11,0
1925-06-01,25.11,25.11,24.54,24.54,0
1925-09-01,24.54,27.96,24.54,27.96,0
1925-12-01,27.96,27.96,27.96,27.96,0
1926-03-01,27.96,29.19,27.96,29.19,0
1926-06-01,29.19,29.97,29.19,29.97,0
1926-09-01,29.97,29.97,27.25,27.25,0
1926-12-01,27.25,27.25,27.25,27.25,0
1927-03-01,27.25,28.3,27.25,28.3,0
1927-06-01,28.3,29,28.3,29,0
1927-09-01,29,29,24.82,24.82,0
1927-12-01,24.82,25.82,24.82,25.82,0
1928-03-01,25.82,26.13,25.82,26.13,0
1928-06-01,26.13,27.54,26.13,27.54,0
1928-09-01,27.54,27.54,25.65,25.65,0
1928-12-01,25.65,25.65,25.65,25.65,0
1929-03-01,25.65,25.96,25.65,25.96,0
1929-06-01,25.96,26.69,25.96,26.69,0
1929-09-01,26.69,26.69,21.32,21.32,0
1929-12-01,21.32,21.32,21.32,21.32,0
1930-03-01,21.32,21.32,21.15,21.15,0
1930-06-01,21.15,21.51,21.15,21.51,0
1930-09-01,21.51,21.51,15.1,15.1,0
1930-12-01,15.1,16.82,15.1,16.82,0
1931-03-01,16.82,16.82,16.66,16.66,0
1931-06-01,16.66,17.89,16.66,17.89,0
1931-09-01,17.89,17.89,15,15,0
1931-12-01,15,16.28,15,16.28,0
1932-03-01,16.28,20.47,16.28,20.47,0
1932-06-01,20.47,20.47,17.82,17.82,0
1932-09-01,17.82,30.33,17.82,30.33,0
1932-12-01,30.33,30.33,30.33,30.33,0
1933-03-01,30.33,31.28,30.33,31.28,0
1933-06-01,31.28,31.28,28.84,28.84,0
1933-09-01,28.84,34.25,28.84,34.25,0
1933-12-01,34.25,34.25,34.12,34.12,0
1934-03-01,34.12,35.71,34.12,35.71,0
1934-06-01,35.71,36.86,35.71,36.86,0
1934-09-01,36.86,36.86,32.3,32.3,0
1934-12-01,32.3,32.3,32.3,32.3,0
1935-03-01,32.3,32.3,32.21,32.21,0
1935-06-01,32.21,32.21,30.88,30.88,0
1935-09-01,30.88,33.76,30.88,33.76,0
1935-12-01,33.76,33.76,33.76,33.76,0
1936-03-01,33.76,34.58,33.76,34.58,0
1936-06-01,34.58,34.58,33.43,33.43,0
1936-09-01,33.43,35.94,33.43,35.94,0
1936-12-01,35.94,35.94,35.94,35.94,0
1937-03-01,35.94,36.9,35.94,36.9,0
1937-06-01,36.9,36.9,34.85,34.85,0
1937-09-01,34.85,40.5,34.85,40.5,0
1937-12-01,40.5,40.5,37.33,37.33,0
1938-03-01,37.33,38.25,37.33,38.25,0
1938-06-01,38.25,38.28,38.25,38.28,0
1938-09-01,38.28,38.28,33.16,33.16,0
